championship_name,event__name,round_name,rank,name,dob,score
2022 Asian Games,Trap Men,Qualifications Stage 2,27,ALMHEIRI Yahya,11 Jan 1978,112
2022 Asian Games,Trap Men,Qualifications Stage 2,28,JUNG Chang Hee,01 Jan 1975,112
2022 Asian Games,Trap Men,Qualifications Stage 2,29,NGUYEN Hoang Diep,07 Jan 1980,111
2022 Asian Games,Trap Men,Qualifications Stage 2,30,ALSHRIEDH Mohammed Mansour S,23 Jul 1981,111
2022 Asian Games,Trap Men,Qualifications Stage 2,31,CHEN Kuei-Peng,,110
2022 Asian Games,Trap Men,Qualifications Stage 2,32,BEJJANI Elie,,110
2022 Asian Games,Trap Men,Qualifications Stage 2,33,SRESTHAPORN Savate,,110
2022 Asian Games,Trap Men,Qualifications Stage 2,34,ALTRABEISHI Ahmad,,109
2022 Asian Games,Trap Men,Qualifications Stage 2,35,LE Nghia,,108
2022 Asian Games,Trap Men,Qualifications Stage 2,36,ALERYANI Waleed,,108
2022 Asian Games,Trap Men,Qualifications Stage 2,37,KADHEM Saeed Hasan Saeed Ali,,107
2022 Asian Games,Trap Men,Qualifications Stage 2,38,ANG Eric,,107
2022 Asian Games,Trap Men,Qualifications Stage 2,39,PHACHONYUT Yodchai,,102
2022 Asian Games,Trap Men,Qualifications Stage 2,40,ALDAJANI Faisal Saud A,,97
2022 Asian Games,Trap Men,Qualifications Stage 2,41,AL-MADI Fuad Nizar,,97
2022 Asian Games,Trap Team Men,Final,1,SANDHU Zoravar Singh,07 Aug 1977,120
2022 Asian Games,Trap Team Men,Final,1,CHENAI Kynan Darius,29 Jan 1991,122
2022 Asian Games,Trap Team Men,Final,1,TONDAIMAN Prithviraj,06 Jun 1987,119
2022 Asian Games,Trap Team Men,Final,2,ALMUDHAF Khaled,12 Jun 1978,120
2022 Asian Games,Trap Team Men,Final,2,ALRASHIDI Talal,24 Jul 1993,120
2022 Asian Games,Trap Team Men,Final,2,ALFAIHAN Abdulrahman,24 Jun 1986,119
2022 Asian Games,Trap Team Men,Final,3,WANG Yuhao,31 Jan 2004,118
2022 Asian Games,Trap Team Men,Final,3,QI Ying,23 JAN 1997,119
2022 Asian Games,Trap Team Men,Final,3,GUO Yuhao,18 Feb 1991,117
2022 Asian Games,Trap Team Men,Final,4,ABUSHARIB Saeed,31 Aug 1983,117
2022 Asian Games,Trap Team Men,Final,4,AL-RUMAIHI Mohammed,03 Mar 1989,120
2022 Asian Games,Trap Team Men,Final,4,AL-ATHBA Rashid Hamad,18 Aug 1980,116
2022 Asian Games,Trap Team Men,Final,5,BEDAREV Maksim,04 Jun 2002,116
2022 Asian Games,Trap Team Men,Final,5,AISALBAYEV Alisher,05 Oct 2001,119
2022 Asian Games,Trap Team Men,Final,5,POCHIVALOV Daniil,08 Jun 2004,116
2022 Asian Games,Trap Team Men,Final,6,KIM Suyeong,02 Aug 1995,118
2022 Asian Games,Trap Team Men,Final,6,JUNG Chang Hee,01 Jan 1975,112
2022 Asian Games,Trap Team Men,Final,6,AHN Daemyeong,23 Nov 1990,119
2022 Asian Games,Trap Team Men,Final,7,EL NAJJAR Walid,16 May 1975,116
2022 Asian Games,Trap Team Men,Final,7,MOUSSA Alain,01 Jan 1984,119
2022 Asian Games,Trap Team Men,Final,7,BEJJANI Elie,,110
2022 Asian Games,Trap Team Men,Final,8,YANG Kun-Pi,11 Aug 1998,119
2022 Asian Games,Trap Team Men,Final,8,CHUANG Han-Lin,28 Apr 1994,116
2022 Asian Games,Trap Team Men,Final,8,CHEN Kuei-Peng,,110
2022 Asian Games,Trap Team Men,Final,9,TOPACIO Hagen Alexander,05 Nov 1989,117
2022 Asian Games,Trap Team Men,Final,9,CARAG Carlos,02 Feb 1971,114
2022 Asian Games,Trap Team Men,Final,9,ANG Eric,,107
2022 Asian Games,Trap Team Men,Final,10,ALMUTAIRI Fahad Makin A,03 Apr 1988,116
2022 Asian Games,Trap Team Men,Final,10,ALSHRIEDH Mohammed Mansour S,23 Jul 1981,111
2022 Asian Games,Trap Team Men,Final,10,ALDAJANI Faisal Saud A,,97
2022 Asian Games,Skeet Men,Final,1,ALRASHIDI Abdullah,21 Aug 1963,60
2022 Asian Games,Skeet Men,Final,2,NARUKA Anant Jeet Singh,01 Jul 1998,58
2022 Asian Games,Skeet Men,Final,3,AL-ATTIYA Nasser,21 Dec 1970,46
2022 Asian Games,Skeet Men,Final,4,WU Yunxuan,24 Jan 2003,35
2022 Asian Games,Skeet Men,Final,5,LEE Meng Yuan,25 Aug 1994,25
2022 Asian Games,Skeet Men,Final,6,LIU Jiangchi,15 Mar 1992,18
2022 Asian Games,Skeet Men,Qualifications Stage 2,1,WU Yunxuan,24 Jan 2003,124
2022 Asian Games,Skeet Men,Qualifications Stage 2,2,LEE Meng Yuan,25 Aug 1994,123
2022 Asian Games,Skeet Men,Qualifications Stage 2,3,AL-ATTIYA Nasser,21 Dec 1970,122
2022 Asian Games,Skeet Men,Qualifications Stage 2,4,NARUKA Anant Jeet Singh,01 Jul 1998,121
2022 Asian Games,Skeet Men,Qualifications Stage 2,5,LIU Jiangchi,15 Mar 1992,10
2022 Asian Games,Skeet Men,Qualifications Stage 2,6,ALRASHIDI Abdullah,21 Aug 1963,9
2022 Asian Games,Skeet Men,Qualifications Stage 2,7,AL-ATHBA Masoud Saleh,29 Oct 1973,119
2022 Asian Games,Skeet Men,Qualifications Stage 2,8,YECHSHENKO Alexandr,09 Sep 1987,119
2022 Asian Games,Skeet Men,Qualifications Stage 2,9,POCHIVALOV David,05 Sep 1997,118
2022 Asian Games,Skeet Men,Qualifications Stage 2,10,CHO Minki,09 Oct 1985,118
2022 Asian Games,Skeet Men,Qualifications Stage 2,11,YECHSHENKO Eduard,13 Nov 1999,118
2022 Asian Games,Skeet Men,Qualifications Stage 2,12,CHAND Usman,18 Dec 1984,118
2022 Asian Games,Skeet Men,Qualifications Stage 2,13,HAN Xu,09 May 2001,118
2022 Asian Games,Skeet Men,Qualifications Stage 2,14,AL-ATHBA Rashid Saleh,18 Oct 1987,118
2022 Asian Games,Skeet Men,Qualifications Stage 2,15,CHO Yongseong,25 Jan 1986,118
2022 Asian Games,Skeet Men,Qualifications Stage 2,16,KHANGURA Gurjoat Siingh,12 Jul 1994,117
2022 Asian Games,Skeet Men,Qualifications Stage 2,17,BAJWA Angad Vir Singh,29 Nov 1995,117
2022 Asian Games,Skeet Men,Qualifications Stage 2,18,KIM Minsu,23 Sep 2000,117
2022 Asian Games,Skeet Men,Qualifications Stage 2,19,ALRASHIDI Mansour,04 Dec 1984,116
2022 Asian Games,Skeet Men,Qualifications Stage 2,20,TOGUCHI Shotaro,28 Jun 1999,116
2022 Asian Games,Skeet Men,Qualifications Stage 2,21,ALSHAMMARI Hatim Murdhi M,20 Aug 1989,116
2022 Asian Games,Skeet Men,Qualifications Stage 2,22,SADIQ Ahmad Usman,17 Dec 1985,114
2022 Asian Games,Skeet Men,Qualifications Stage 2,23,JANGPANICH Tanapat,31 Aug 1997,114
2022 Asian Games,Skeet Men,Qualifications Stage 2,24,PHASEE Pitipoom,13 Dec 1977,113
2022 Asian Games,Skeet Men,Qualifications Stage 2,25,ALMUTAIRI Saeid Mugbel T,23 Sep 1968,113
2022 Asian Games,Skeet Men,Qualifications Stage 2,26,ALSAAD Abdulaziz,05 Jun 1994,113
2022 Asian Games,Skeet Men,Qualifications Stage 2,27,ALWATT Tammar Ali Saleh Ali,12 Sep 1989,113
2022 Asian Games,Skeet Men,Qualifications Stage 2,28,ALSAUD Saud Bin Alhassan Bin Sau,24 Mar 1985,112
2022 Asian Games,Skeet Men,Qualifications Stage 2,29,JOSEPH,,112
2022 Asian Games,Skeet Men,Qualifications Stage 2,30,BIN FUTALS Saif,02 Sep 1973,112
2022 Asian Games,Skeet Men,Qualifications Stage 2,31,SARKIS Samer,,112
2022 Asian Games,Skeet Men,Qualifications Stage 2,32,LOW Jiang Hao,,109
2022 Asian Games,Skeet Men,Qualifications Stage 2,33,AL-GHALEB Alsharif Mohamed,,109
2022 Asian Games,Skeet Men,Qualifications Stage 2,34,QASEM Moh'D,,106
2022 Asian Games,Skeet Men,Qualifications Stage 2,35,HAROON Imam,,105
2022 Asian Games,Skeet Men,Qualifications Stage 2,36,ENRIQUEZ Enrique Leandro,,104
2022 Asian Games,Skeet Men,Qualifications Stage 2,37,ROSARIO Paul Brian,,104
2022 Asian Games,Skeet Men,Qualifications Stage 2,38,ANCHETA Joaquin Miguel,,99
2022 Asian Games,Skeet Team Men,Final,1,LIU Jiangchi,15 Mar 1992,120
2022 Asian Games,Skeet Team Men,Final,1,WU Yunxuan,24 Jan 2003,124
2022 Asian Games,Skeet Team Men,Final,1,HAN Xu,09 May 2001,118
2022 Asian Games,Skeet Team Men,Final,2,AL-ATHBA Masoud Saleh,29 Oct 1973,119
2022 Asian Games,Skeet Team Men,Final,2,AL-ATTIYA Nasser,21 Dec 1970,122
2022 Asian Games,Skeet Team Men,Final,2,AL-ATHBA Rashid Saleh,18 Oct 1987,118
2022 Asian Games,Skeet Team Men,Final,3,BAJWA Angad Vir Singh,29 Nov 1995,117
2022 Asian Games,Skeet Team Men,Final,3,NARUKA Anant Jeet Singh,01 Jul 1998,121
2022 Asian Games,Skeet Team Men,Final,3,KHANGURA Gurjoat Siingh,12 Jul 1994,117
2022 Asian Games,Skeet Team Men,Final,4,POCHIVALOV David,05 Sep 1997,118
2022 Asian Games,Skeet Team Men,Final,4,YECHSHENKO Eduard,13 Nov 1999,118
2022 Asian Games,Skeet Team Men,Final,4,YECHSHENKO Alexandr,09 Sep 1987,119
2022 Asian Games,Skeet Team Men,Final,5,KIM Minsu,23 Sep 2000,117
2022 Asian Games,Skeet Team Men,Final,5,CHO Yongseong,25 Jan 1986,118
2022 Asian Games,Skeet Team Men,Final,5,CHO Minki,09 Oct 1985,118
2022 Asian Games,Skeet Team Men,Final,6,ALSAAD Abdulaziz,05 Jun 1994,113
2022 Asian Games,Skeet Team Men,Final,6,ALRASHIDI Abdullah,21 Aug 1963,120
2022 Asian Games,Skeet Team Men,Final,6,ALRASHIDI Mansour,04 Dec 1984,116
2022 Asian Games,Skeet Team Men,Final,7,ALSAUD Saud Bin Alhassan Bin Sau,24 Mar 1985,112
2022 Asian Games,Skeet Team Men,Final,7,ALMUTAIRI Saeid Mugbel T,23 Sep 1968,113
2022 Asian Games,Skeet Team Men,Final,7,ALSHAMMARI Hatim Murdhi,,116
2022 Asian Games,Skeet Team Men,Final,8,SADIQ Ahmad Usman,17 Dec 1985,114
2022 Asian Games,Skeet Team Men,Final,8,HAROON Imam,,105
2022 Asian Games,Skeet Team Men,Final,8,CHAND Usman,18 Dec 1984,118
2022 Asian Games,Skeet Team Men,Final,9,ANCHETA Joaquin Miguel,,99
2022 Asian Games,Skeet Team Men,Final,9,ROSARIO Paul Brian,,104
2022 Asian Games,Skeet Team Men,Final,9,ENRIQUEZ Enrique Leandro,,104
2022 Asian Games,10m Running Target Men,Final,1,PUTRA Muhammad Sejahtera Dwi,,291
2022 Asian Games,10m Running Target Men,Final,2,NGO Huu Vuong,,285
2022 Asian Games,10m Running Target Men,Final,3,JEONG Youjin,,283
2022 Asian Games,10m Running Target Men,Final,4,NGUYEN Tuan Anh,,287
2022 Asian Games,10m Running Target Men,Final,5,PAK Myongwon,,287
2022 Asian Games,10m Running Target Men,Final,6,KHUDYAKOV Andrey,,285
2022 Asian Games,10m Running Target Men,Final,7,KWON Kwangil,,284
2022 Asian Games,10m Running Target Men,Final,8,KWAK Yongbin,,287
2022 Asian Games,10m Running Target Men,Final,9,NAZIRKULYEV Assadbek,,280
2022 Asian Games,10m Running Target Men,Final,10,LI Jie,,288
2022 Asian Games,10m Running Target Men,Final,11,IBRAYEV Bakhtiyar,,277
2022 Asian Games,10m Running Target Men,Final,12,HA Kwangchul,,280
2022 Asian Games,10m Running Target Men,Final,13,YU Songjun,,284
2022 Asian Games,10m Running Target Men,Final,14,AKBAR Muhammad Badri,,284
2022 Asian Games,10m Running Target Men,Final,15,HAQ Mohammed,,282
2022 Asian Games,10m Running Target Men,Final,16,JULIO Irfandi,,278
2022 Asian Games,10m Running Target Men,Final,17,ABOUTEAMA Mohamed,,278
2022 Asian Games,10m Running Target Men,Final,18,NGUYEN Cong Dau,,271
2022 Asian Games,10m Running Target Team Men,Final,264,279 818 1668-39x,,549-11x
2022 Asian Games,10m Running Target Team Men,Final,270,273 813 1668-29x,,559-12x
2022 Asian Games,10m Running Target Team Men,Final,266,275 814 1667-33x,,546
2022 Asian Games,10m Running Target Team Men,Final,268,285 824 1667-28x,,571-10x
2022 Asian Games,10m Running Target Team Men,Final,270,277 822 1664-31x,,554-12x
2022 Asian Games,10m Running Target Mixed Run Men,Final,1,PUTRA Muhammad Sejahtera Dwi,,189
2022 Asian Games,10m Running Target Mixed Run Men,Final,2,KWON Kwangil,,186
2022 Asian Games,10m Running Target Mixed Run Men,Final,3,JEONG Youjin,,188
2022 Asian Games,10m Running Target Mixed Run Men,Final,4,NAZIRKULYEV Assadbek,,183
2022 Asian Games,10m Running Target Mixed Run Men,Final,5,LI Jie,,186
2022 Asian Games,10m Running Target Mixed Run Men,Final,6,NGUYEN Tuan Anh,,187
2022 Asian Games,10m Running Target Mixed Run Men,Final,7,HA Kwangchul,,186
2022 Asian Games,10m Running Target Mixed Run Men,Final,8,IBRAYEV Bakhtiyar,,187
2022 Asian Games,10m Running Target Mixed Run Men,Final,9,PAK Myongwon,,189
2022 Asian Games,10m Running Target Mixed Run Men,Final,10,NGO Huu Vuong,,183
2022 Asian Games,10m Running Target Mixed Run Men,Final,11,KWAK Yongbin,,188
2022 Asian Games,10m Running Target Mixed Run Men,Final,12,KHUDYAKOV Andrey,,178
2022 Asian Games,10m Running Target Mixed Run Men,Final,13,JULIO Irfandi,,181
2022 Asian Games,10m Running Target Mixed Run Men,Final,14,HAQ Mohammed,,175
2022 Asian Games,10m Running Target Mixed Run Men,Final,15,ABOUTEAMA Mohamed,,181
2022 Asian Games,10m Running Target Mixed Run Men,Final,16,AKBAR Muhammad Badri,,172
2022 Asian Games,10m Running Target Mixed Run Men,Final,17,YU Songjun,,182
2022 Asian Games,10m Running Target Mixed Run Men,Final,18,NGUYEN Cong Dau,,179
2022 Asian Games,10m Running Target Mixed Run Team Men,Final,280,554 1116-21x,,373
2022 Asian Games,10m Running Target Mixed Run Team Men,Final,280,563 1111-20x,,374-10x
2022 Asian Games,10m Running Target Mixed Run Team Men,Final,283,556 1098-22x,,358
2022 Asian Games,10m Running Target Mixed Run Team Men,Final,268,540 1097-23x,,377
2022 Asian Games,10m Running Target Mixed Run Team Men,Final,273,543 1092-14x,,368
2022 Asian Games,10m Air Rifle Women,Qualification,1,HAN Jiayu,24 Dec 2001,634.1
2022 Asian Games,10m Air Rifle Women,Qualification,2,Ramita,,631.9
2022 Asian Games,10m Air Rifle Women,Qualification,3,HUANG Yuting,03 Sep 2006,631.6
2022 Asian Games,10m Air Rifle Women,Qualification,4,WANG Zhilin,16 Jan 2004,630.9
2022 Asian Games,10m Air Rifle Women,Qualification,5,GHOSH Mehuli,20 Nov 2000,630.8
2022 Asian Games,10m Air Rifle Women,Qualification,6,LEE Eunseo,19 Dec 1993,630.5
2022 Asian Games,10m Air Rifle Women,Qualification,7,GANHUYAG Nandinzaya,27 Jun 1994,630.2
2022 Asian Games,10m Air Rifle Women,Qualification,8,CHEN Chi,19 Jul 2005,629.1
2022 Asian Games,10m Air Rifle Women,Qualification,9,OYUNBAT Yesugen,20 Jun 1999,628.9
2022 Asian Games,10m Air Rifle Women,Qualification,10,TAN Fernel Qian Ni,31 Mar 2002,628.8
2022 Asian Games,10m Air Rifle Women,Qualification,11,CHEHEL AMIRANI Shermineh,20 Jun 1999,628.6
2022 Asian Games,10m Air Rifle Women,Qualification,12,BEZRUKOVA Yelizaveta,18 Jun 2004,628.0
2022 Asian Games,10m Air Rifle Women,Qualification,13,AREFIN Shaira,16 Dec 2004,628.0
2022 Asian Games,10m Air Rifle Women,Qualification,14,TOKHIROVA Mukhtasar,05 Mar 2000,627.9
2022 Asian Games,10m Air Rifle Women,Qualification,15,TALANTBEKOVA Aruuke,07 Dec 2006,627.0
2022 Asian Games,10m Air Rifle Women,Qualification,16,LE Thi Mong Tuyen,22 Feb 2003,626.9
2022 Asian Games,10m Air Rifle Women,Qualification,17,AHMADI Elaheh,31 May 1982,626.9
2022 Asian Games,10m Air Rifle Women,Qualification,18,LIN Ying Shin,22 Apr 1999,626.2
2022 Asian Games,10m Air Rifle Women,Qualification,19,LE Alexandra,03 May 2004,626.1
2022 Asian Games,10m Air Rifle Women,Qualification,20,MARTINA Lindsay P Veloso,27 Oct 1999,626.0
2022 Asian Games,10m Air Rifle Women,Qualification,21,NGUYEN Thi Thao,21 Dec 1998,625.9
2022 Asian Games,10m Air Rifle Women,Qualification,22,HIRATA Shiori,06 Nov 1999,625.7
2022 Asian Games,10m Air Rifle Women,Qualification,23,LAGUTENKO Anora,12 Jun 2006,625.6
2022 Asian Games,10m Air Rifle Women,Qualification,24,SASTWEJ Chanittha,05 Nov 2004,625.1
2022 Asian Games,10m Air Rifle Women,Qualification,25,TABASUM Nafisha,19 Apr 2000,624.7
2022 Asian Games,10m Air Rifle Women,Qualification,26,PHI Thanh Thao,09 May 2004,623.5
2022 Asian Games,10m Air Rifle Women,Qualification,27,KOLY Kamrun Nahar,02 Oct 2001,623.3
2022 Asian Games,10m Air Rifle Women,Qualification,28,CHOUKSEY Ashi,07 Mar 2002,623.3
2022 Asian Games,10m Air Rifle Women,Qualification,29,FADILLAH Masayyu Putri,28 Mar 2007,622.8
2022 Asian Games,10m Air Rifle Women,Qualification,30,JANG Jeongin,22 Sep 2003,2
2022 Asian Games,10m Air Rifle Women,Qualification,31,LEOW Wen Wei Eunice,,622.1
2022 Asian Games,10m Air Rifle Women,Qualification,32,DHIYAANISA Audrey Zahra,10 Nov 2004,622.0
2022 Asian Games,10m Air Rifle Women,Qualification,33,NAKAGUCHI Haruka,13 Jan 1998,621.9
2022 Asian Games,10m Air Rifle Women,Qualification,34,CHO Eunyoung,,621.9
2022 Asian Games,10m Air Rifle Women,Qualification,35,CHOTPHIBUNSIN Thanyalak,,621.6
2022 Asian Games,10m Air Rifle Women,Qualification,36,SUNG Yu Ting,,621.5
2022 Asian Games,10m Air Rifle Women,Qualification,37,CHULUUNBADRAKH Narantuya,,620.9
2022 Asian Games,10m Air Rifle Women,Qualification,38,KHEDMATI Najmeh,09 Jun 1996,620.5
2022 Asian Games,10m Air Rifle Women,Qualification,39,BUDRUDDIN Alia Husna,17 Feb 2001,619.9
2022 Asian Games,10m Air Rifle Women,Qualification,40,FATIMA Mehak,,619.6
2022 Asian Games,10m Air Rifle Women,Qualification,41,ALDOSERI Safa Mohamed Salman Duaij,,618.8
2022 Asian Games,10m Air Rifle Women,Qualification,42,ACUÑA Amparo Teresa,10 Jun 1997,618.0
2022 Asian Games,10m Air Rifle Women,Qualification,43,LAGUTENKO Malika,,617.8
2022 Asian Games,10m Air Rifle Women,Qualification,44,MOHAMED TAIBI Nur Suryani,,617.8
2022 Asian Games,10m Air Rifle Women,Qualification,45,ERGESHOVA Aijan,,617.6
2022 Asian Games,10m Air Rifle Women,Qualification,46,CITRA Amelia Sifaul,,617.3
2022 Asian Games,10m Air Rifle Women,Qualification,47,BHANDARI Shlisha,,616.9
2022 Asian Games,10m Air Rifle Women,Qualification,48,AL- HASANI Siham Nasser Said,,615.6
2022 Asian Games,10m Air Rifle Women,Qualification,49,MATSUMOTO Yasuyo,21 Nov 1990,615.3
2022 Asian Games,10m Air Rifle Women,Qualification,50,AL KHALILI Al Anoud Abdullah Hamed.,,614.9
2022 Asian Games,10m Air Rifle Women,Qualification,51,ALDOSERI Sara Rashed Abdulla,,614.5
2022 Asian Games,10m Air Rifle Women,Qualification,52,ABDYKERIMOVA Tamiris,,614.0
2022 Asian Games,10m Air Rifle Women,Qualification,53,TAHLAK Yasmin,,613.9
2022 Asian Games,10m Air Rifle Women,Qualification,54,KUNZANG Lenchu,,611.9
2022 Asian Games,10m Air Rifle Women,Qualification,55,AL TARSHI Amina Khamis Abdullah,10 Jan 1989,611.7
2022 Asian Games,10m Air Rifle Women,Qualification,56,AL-ASEIRI Matara,,610.9
2022 Asian Games,10m Air Rifle Women,Qualification,57,MOHPRASIT Jayden Jitrawee,01 Nov 2005,609.5
2022 Asian Games,10m Air Rifle Women,Qualification,58,NEPAL Sushmita,,607.9
2022 Asian Games,10m Air Rifle Women,Qualification,59,ABDUL RAHMAN Sharafiyya,,605.9
2022 Asian Games,10m Air Rifle Women,Final,1,HUANG Yuting,03 Sep 2006,252.7
2022 Asian Games,10m Air Rifle Women,Final,2,HAN Jiayu,24 Dec 2001,251.3
2022 Asian Games,10m Air Rifle Women,Final,3,Ramita,,230.1
2022 Asian Games,10m Air Rifle Women,Final,4,GHOSH Mehuli,20 Nov 2000,208.3
2022 Asian Games,10m Air Rifle Women,Final,5,LEE Eunseo,19 Dec 1993,187.3
2022 Asian Games,10m Air Rifle Women,Final,6,GANHUYAG Nandinzaya,27 Jun 1994,165.6
2022 Asian Games,10m Air Rifle Women,Final,7,OYUNBAT Yesugen,20 Jun 1999,145.1
2022 Asian Games,10m Air Rifle Women,Final,8,CHEN Chi,19 Jul 2005,122.3
2022 Asian Games,10m Air Rifle Team Women,Final,1,WANG Zhilin,16 Jan 2004,630.9
2022 Asian Games,10m Air Rifle Team Women,Final,1,HAN Jiayu,24 Dec 2001,634.1
2022 Asian Games,10m Air Rifle Team Women,Final,1,HUANG Yuting,03 Sep 2006,631.6
2022 Asian Games,10m Air Rifle Team Women,Final,2,GHOSH Mehuli,20 Nov 2000,630.8
2022 Asian Games,10m Air Rifle Team Women,Final,2,Ramita,,631.9
2022 Asian Games,10m Air Rifle Team Women,Final,2,CHOUKSEY Ashi,07 Mar 2002,623.3
2022 Asian Games,10m Air Rifle Team Women,Final,3,OYUNBAT Yesugen,20 Jun 1999,628.9
2022 Asian Games,10m Air Rifle Team Women,Final,3,CHULUUNBADRAKH Narantuya,,620.9
2022 Asian Games,10m Air Rifle Team Women,Final,3,GANHUYAG Nandinzaya,27 Jun 1994,630.2
2022 Asian Games,10m Air Rifle Team Women,Final,4,TAN Fernel Qian Ni,31 Mar 2002,628.8
2022 Asian Games,10m Air Rifle Team Women,Final,4,MARTINA Lindsay P Veloso,27 Oct 1999,626.0
2022 Asian Games,10m Air Rifle Team Women,Final,4,LEOW Wen Wei Eunice,,622.1
2022 Asian Games,10m Air Rifle Team Women,Final,5,LEE Eunseo,19 Dec 1993,630.5
2022 Asian Games,10m Air Rifle Team Women,Final,5,JANG Jeongin,22 Sep 2003,624.4
2022 Asian Games,10m Air Rifle Team Women,Final,5,CHO Eunyoung,,621.9
2022 Asian Games,10m Air Rifle Team Women,Final,6,LIN Ying Shin,22 Apr 1999,626.2
2022 Asian Games,10m Air Rifle Team Women,Final,6,SUNG Yu Ting,,621.5
2022 Asian Games,10m Air Rifle Team Women,Final,6,CHEN Chi,19 Jul 2005,629.1
2022 Asian Games,10m Air Rifle Team Women,Final,7,NGUYEN Thi Thao,21 Dec 1998,625.9
2022 Asian Games,10m Air Rifle Team Women,Final,7,LE Thi Mong Tuyen,22 Feb 2003,626.9
2022 Asian Games,10m Air Rifle Team Women,Final,7,PHI Thanh Thao,09 May 2004,623.5
2022 Asian Games,10m Air Rifle Team Women,Final,8,AHMADI Elaheh,31 May 1982,626.9
2022 Asian Games,10m Air Rifle Team Women,Final,8,KHEDMATI Najmeh,09 Jun 1996,620.5
2022 Asian Games,10m Air Rifle Team Women,Final,8,CHEHEL AMIRANI Shermineh,20 Jun 1999,628.6
2022 Asian Games,10m Air Rifle Team Women,Final,9,KOLY Kamrun Nahar,02 Oct 2001,623.3
2022 Asian Games,10m Air Rifle Team Women,Final,9,TABASUM Nafisha,19 Apr 2000,624.7
2022 Asian Games,10m Air Rifle Team Women,Final,9,AREFIN Shaira,16 Dec 2004,628.0
2022 Asian Games,10m Air Rifle Team Women,Final,10,NAKAGUCHI Haruka,13 Jan 1998,621.9
2022 Asian Games,10m Air Rifle Team Women,Final,10,MATSUMOTO Yasuyo,21 Nov 1990,615.3
2022 Asian Games,10m Air Rifle Team Women,Final,10,HIRATA Shiori,06 Nov 1999,625.7
2022 Asian Games,10m Air Rifle Team Women,Final,11,FADILLAH Masayyu Putri,28 Mar 2007,622.8
2022 Asian Games,10m Air Rifle Team Women,Final,11,CITRA Amelia Sifaul,,617.3
2022 Asian Games,10m Air Rifle Team Women,Final,11,DHIYAANISA Audrey Zahra,10 Nov 2004,622.0
2022 Asian Games,10m Air Rifle Team Women,Final,12,ABDYKERIMOVA Tamiris,,614.0
2022 Asian Games,10m Air Rifle Team Women,Final,12,TALANTBEKOVA Aruuke,07 Dec 2006,627.0
2022 Asian Games,10m Air Rifle Team Women,Final,12,ERGESHOVA Aijan,,617.6
2022 Asian Games,10m Air Rifle Team Women,Final,13,CHOTPHIBUNSIN Thanyalak,,621.6
2022 Asian Games,10m Air Rifle Team Women,Final,13,MOHPRASIT Jayden Jitrawee,01 Nov 2005,609.5
2022 Asian Games,10m Air Rifle Team Women,Final,13,SASTWEJ Chanittha,05 Nov 2004,625.1
2022 Asian Games,10m Air Rifle Team Women,Final,14,AL TARSHI Amina Khamis Abdullah,10 Jan 1989,611.7
2022 Asian Games,10m Air Rifle Team Women,Final,14,AL KHALILI Al Anoud Abdullah Hamed.,,614.9
2022 Asian Games,10m Air Rifle Team Women,Final,14,AL- HASANI Siham Nasser Said,,615.6
2022 Asian Games,10m Air Rifle Team Women,Final,14,ALMAHMOUD Aisha,,1842.2
2022 Asian Games,10m Air Rifle Team Women,Final,14,AL-ASEIRI Matara,,610.9
2022 Asian Games,10m Air Rifle Team Women,Final,14,AL-DARWISH Shahd,,1842.2
2022 Asian Games,50m Rifle 3 Positions Women,Final,1,SAMRA Sift Kaur,09 Sep 2001,469.6
2022 Asian Games,50m Rifle 3 Positions Women,Final,2,ZHANG Qiongyue,12 Mar 2004,462.3
2022 Asian Games,50m Rifle 3 Positions Women,Final,3,CHOUKSEY Ashi,07 Mar 2002,451.9
2022 Asian Games,50m Rifle 3 Positions Women,Final,4,LEE Eunseo,19 Dec 1993,440.8
2022 Asian Games,50m Rifle 3 Positions Women,Final,5,OYUNBAT Yesugen,20 Jun 1999,427.5
2022 Asian Games,50m Rifle 3 Positions Women,Final,6,HIRATA Shiori,06 Nov 1999,415.6
2022 Asian Games,50m Rifle 3 Positions Women,Final,7,XIA Siyu,08 Jan 2003,405.0
2022 Asian Games,50m Rifle 3 Positions Women,Final,8,BAE Sanghee,01 Feb 1992,400.7
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,1,XIA Siyu,08 Jan 2003,200
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,2,SAMRA Sift Kaur,09 Sep 2001,197
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,3,ZHANG Qiongyue,12 Mar 2004,198
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,4,HIRATA Shiori,06 Nov 1999,199
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,5,LEE Eunseo,19 Dec 1993,199
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,6,CHOUKSEY Ashi,07 Mar 2002,195
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,7,OYUNBAT Yesugen,20 Jun 1999,195
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,8,HAN Jiayu,24 Dec 2001,195
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,9,BAE Sanghee,01 Feb 1992,194
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,10,BEZRUKOVA Yelizaveta,18 Jun 2004,198
